u_id,model,true_country,pred_country_orig,correct_orig,category_primary,category_name,category_score,pred_k10,changed_k10,pred_k20,changed_k20,pred_k30,changed_k30
f4247462-9218-4cf6-9952-434510763b03,clip,Iran,Iran,True,C,Architecture,0.977093,Iran,False,Iran,False,Iran,False
e0ab0bf7-2f4f-4f11-a030-bf9080c1007d,clip,Iran,Iran,True,C,Architecture,0.790209,Iran,False,Iran,False,Iran,False
e7fcffa3-291f-4074-8452-afb7753bd3eb,clip,Iran,Ethiopia,False,D,Food / Objects,0.598508,Iran,True,Iran,True,Iran,True
6a9e5e3f-fc05-4c27-99e0-8f62cbfbce0a,clip,Iran,Iran,True,D,Food / Objects,0.86756,Iran,False,Iran,False,Iran,False
0aa13c4d-b47c-4bc7-a4bb-957561dbad02,clip,Iran,Iran,True,E,Script / Text,0.364064,China,True,Iran,False,Iran,False
34057f2e-1376-4a8d-92f0-6edc0ffa859b,clip,Iran,Iran,True,D,Food / Objects,0.997413,Iran,False,Iran,False,India,True
fd222649-bb5d-4bca-aedb-57a9bb3f9a4e,clip,Iran,Germany,False,H,Appearance,0.607719,Iran,True,Iran,True,Iran,True
2bec6a9c-431a-4dfa-bd02-57b455d95a3a,clip,Iran,Iran,True,B,Clothing / Dress,0.677977,Iran,False,Iran,False,Iran,False
2ffd117c-1a33-4b7a-a359-c3bb9ad35cec,clip,Iran,Iran,True,E,Script / Text,0.785356,Germany,True,Germany,True,Germany,True
6be2a046-67c7-4a4c-b67c-31d41a0714a5,clip,Iran,Iran,True,B,Clothing / Dress,0.677977,Iran,False,Iran,False,Iran,False
d0e20d67-24e5-4292-9222-4b60fdeb3b4f,clip,Iran,Iran,True,E,Script / Text,0.304681,Iran,False,Iran,False,Iran,False
1a8a184f-8ace-4cf9-a732-af3ceedef990,clip,Brazil,Canada,False,D,Food / Objects,0.976171,Ethiopia,True,Ethiopia,True,Ethiopia,True
92e9ea16-f3a3-42fd-9b4a-304d1e8bb39c,clip,Brazil,Brazil,True,G,Natural Landscape,0.544136,Brazil,False,Rwanda,True,Rwanda,True
8d88fa68-f254-4577-9922-87ba6696d54f,clip,Brazil,Nigeria,False,H,Appearance,0.513601,India,True,Nigeria,False,Nigeria,False
97b3a522-968d-4db3-9126-1898cb9dca5f,clip,Brazil,Rwanda,False,D,Food / Objects,0.895515,Ethiopia,True,Rwanda,False,Rwanda,False
61cd5c3a-9325-4cdf-9ff2-0e8625c8e8bc,clip,Brazil,Canada,False,D,Food / Objects,0.349539,Nigeria,True,Nigeria,True,Nigeria,True
2faa706e-08ea-4f4e-9f88-6000d10bb322,clip,Brazil,Brazil,True,A,National Symbols,0.980113,Brazil,False,Brazil,False,Brazil,False
3429c249-9b78-4612-8b82-8ce2405193ce,clip,Brazil,Brazil,True,A,National Symbols,0.934715,Brazil,False,Brazil,False,Brazil,False
7b73f9f5-70a9-4324-a79d-99302078220b,clip,Brazil,Brazil,True,C,Architecture,0.484355,Brazil,False,Brazil,False,Brazil,False
525abdb3-d337-4b12-b2ee-01a6e3e1f780,clip,Brazil,Brazil,True,F,Ritual / Festival,0.365475,Brazil,False,Brazil,False,Brazil,False
6f8351dc-db39-4a4c-9370-b035dc80d66f,clip,Brazil,Brazil,True,D,Food / Objects,0.451007,Brazil,False,China,True,Germany,True
6b0be593-f193-48ee-bdd8-8f8cc3da741a,clip,Brazil,USA,False,H,Appearance,0.95029,Iran,True,Iran,True,Iran,True
f1f5ca23-1476-4be2-a203-079c456d58b7,clip,Brazil,Germany,False,B,Clothing / Dress,0.695446,Nigeria,True,Nigeria,True,Nigeria,True
f12dd800-7905-428c-9690-28747601a795,clip,Brazil,USA,False,H,Appearance,0.95029,Iran,True,Iran,True,Iran,True
1b080c55-9d6e-489f-95d6-8f03f713099b,clip,Brazil,Germany,False,H,Appearance,0.509988,Nigeria,True,Nigeria,True,Nigeria,True
ec6992fc-90b0-45fa-8cb0-0979086911d7,clip,Brazil,Brazil,True,H,Appearance,0.485786,Brazil,False,Brazil,False,Brazil,False
4c79241e-3dc9-44d8-bed7-421701a25103,clip,Brazil,USA,False,E,Script / Text,0.413484,India,True,Brazil,True,Brazil,True
e2ee5b98-bfa9-4103-aa2c-e0397e9bd668,clip,Brazil,Brazil,True,F,Ritual / Festival,0.621659,Brazil,False,Rwanda,True,Ethiopia,True
ec1ebd50-a42c-47c5-a77d-00546adf6224,clip,Brazil,USA,False,F,Ritual / Festival,0.513965,Nigeria,True,Nigeria,True,Nigeria,True
751a2a0e-916c-48e1-a267-c7c59106d6b0,clip,Brazil,Brazil,True,F,Ritual / Festival,0.334807,Rwanda,True,Rwanda,True,Rwanda,True
aec29b23-29fa-4d4d-b20c-73e160c63943,clip,Brazil,Rwanda,False,B,Clothing / Dress,0.542702,Nigeria,True,Nigeria,True,Nigeria,True
035e6a4b-1414-44d6-8b17-8bac0bb64a42,clip,Brazil,Brazil,True,D,Food / Objects,0.997902,Brazil,False,Brazil,False,Brazil,False
daef26fc-191a-476a-a883-66c9dad9f963,clip,Brazil,USA,False,A,National Symbols,0.38022,Iran,True,Germany,True,Germany,True
f8d29900-ef57-4a37-93ee-d6596f54b8b0,clip,Brazil,Brazil,True,A,National Symbols,0.607469,Brazil,False,Brazil,False,Brazil,False
449dd4e6-c146-4c46-a36f-506b0669f056,clip,Brazil,USA,False,H,Appearance,0.672227,India,True,India,True,Nigeria,True
b6a921ff-8d0c-41e1-8a6a-f9f1068693ee,clip,Brazil,Brazil,True,H,Appearance,0.557069,Nigeria,True,Nigeria,True,Nigeria,True
7b652a5a-c293-42d8-9245-c3e1556636c1,clip,Rwanda,Ethiopia,False,B,Clothing / Dress,0.969859,Ethiopia,False,Ethiopia,False,Ethiopia,False
a13fc28b-003a-4e28-8850-905313634459,clip,Rwanda,Rwanda,True,B,Clothing / Dress,0.837258,Rwanda,False,Rwanda,False,Rwanda,False
693a728d-e9d9-4d50-a6c8-c38a7d8dce35,clip,Rwanda,Rwanda,True,F,Ritual / Festival,0.403855,Nigeria,True,Nigeria,True,Nigeria,True
843b1217-b7f6-4c73-9d38-0eac63bf6f28,clip,Rwanda,USA,False,H,Appearance,0.574181,Nigeria,True,Nigeria,True,Nigeria,True
2a57f463-0a45-4852-9a58-acbf91395812,clip,Rwanda,Rwanda,True,H,Appearance,0.944511,Nigeria,True,Nigeria,True,Nigeria,True
3fd7af11-b663-486b-a962-16c72d01e706,clip,Rwanda,USA,False,C,Architecture,0.504121,Rwanda,True,Rwanda,True,Rwanda,True
a952f9e8-5281-4661-950e-ffbf264a69f2,clip,Rwanda,Rwanda,True,H,Appearance,0.471005,Ethiopia,True,Ethiopia,True,Ethiopia,True
d83a91b8-849b-4f7f-8c8e-168734417cd3,clip,Rwanda,Rwanda,True,D,Food / Objects,0.729531,Rwanda,False,Rwanda,False,Rwanda,False
ae3e7c2c-7bd7-4086-93d8-14c1f86a3184,clip,Rwanda,Iran,False,D,Food / Objects,0.998748,India,True,Nigeria,True,Ethiopia,True
03e3c931-426c-454a-a977-1805f7c65f15,clip,Rwanda,Rwanda,True,B,Clothing / Dress,0.672872,Rwanda,False,Rwanda,False,Rwanda,False
2ee2ff8e-8560-4eb9-b869-6ba468258201,clip,Rwanda,Brazil,False,D,Food / Objects,0.571702,Rwanda,True,Rwanda,True,Rwanda,True
b0cbe990-43cc-45a9-9f98-ab8a0a38fe64,clip,Rwanda,Rwanda,True,D,Food / Objects,0.698691,Rwanda,False,Rwanda,False,Rwanda,False
ab6ac2e8-bdfc-452f-8119-914e40e8b151,clip,Rwanda,Rwanda,True,D,Food / Objects,0.451392,Rwanda,False,Rwanda,False,Rwanda,False
16ff40c1-2e0d-4207-992b-7ff20edf427a,clip,Rwanda,Rwanda,True,B,Clothing / Dress,0.398857,Nigeria,True,Ethiopia,True,Ethiopia,True
eed6d393-d438-4d10-8782-d5443e9342be,clip,Rwanda,Nigeria,False,D,Food / Objects,0.785517,Nigeria,False,Nigeria,False,Nigeria,False
e46d024b-8bdb-46d2-ad2b-d5dd20831693,clip,Rwanda,Rwanda,True,G,Natural Landscape,0.930796,Rwanda,False,Rwanda,False,Rwanda,False
b6b1e4ca-d9e8-4d54-a292-82c2bf818d3b,clip,Rwanda,Rwanda,True,D,Food / Objects,0.643508,Rwanda,False,Rwanda,False,Rwanda,False
7fa37c8c-5b74-4898-ba37-a0c2933cdb03,clip,Rwanda,USA,False,D,Food / Objects,0.559895,Rwanda,True,Rwanda,True,Rwanda,True
a8e28ea4-0eac-497a-b894-1e682ef66e8e,clip,Rwanda,Brazil,False,G,Natural Landscape,0.830853,Rwanda,True,Rwanda,True,Rwanda,True
39456870-dff9-4521-85a7-8ce1e1156572,clip,Rwanda,Germany,False,H,Appearance,0.458098,Ethiopia,True,Ethiopia,True,Ethiopia,True
d501d03b-8677-427a-bd3c-80ef26349cf6,clip,Rwanda,Rwanda,True,B,Clothing / Dress,0.504315,Rwanda,False,Rwanda,False,Ethiopia,True
f7c40fe4-ac32-46c5-922c-89e85b650906,clip,Rwanda,Rwanda,True,B,Clothing / Dress,0.40151,Nigeria,True,Nigeria,True,Nigeria,True
1192021a-598b-48bb-be52-9f576e627384,clip,Rwanda,Rwanda,True,H,Appearance,0.988627,Nigeria,True,Nigeria,True,Nigeria,True
86ea271d-4352-4963-80a2-96b496b9ab50,clip,Rwanda,Rwanda,True,H,Appearance,0.62912,Ethiopia,True,Ethiopia,True,Rwanda,False
9ade2c60-6dfc-4eaf-bfc4-f317af15ac60,clip,Rwanda,Rwanda,True,A,National Symbols,0.923067,Rwanda,False,Rwanda,False,Rwanda,False
ff0bce0b-7179-486e-9d05-9efa37b21512,clip,Germany,Germany,True,C,Architecture,0.568777,Germany,False,Germany,False,Germany,False
e6e586b2-3904-40e5-8fcd-0e8201909ad0,clip,Germany,Canada,False,F,Ritual / Festival,0.450583,USA,True,USA,True,USA,True
dd47b69e-013f-4997-9504-4d2e8a37342d,clip,Germany,Germany,True,D,Food / Objects,0.412503,Germany,False,Germany,False,Germany,False
b3d8b8f5-af2a-416e-b0ff-deaa2a94d8e5,clip,Germany,Canada,False,D,Food / Objects,0.350244,Rwanda,True,Nigeria,True,Nigeria,True
82215031-0639-473d-8f9c-7c9de723779d,clip,Germany,Germany,True,C,Architecture,0.776505,Germany,False,Germany,False,Germany,False
39733d4c-5b90-473a-b873-d62f74e809fa,clip,Germany,Germany,True,D,Food / Objects,0.462074,Nigeria,True,Nigeria,True,Nigeria,True
bcc78c9f-680f-41a8-959a-b71924fe3835,clip,Germany,Germany,True,D,Food / Objects,0.988838,Germany,False,Germany,False,Germany,False
e3ca3318-1490-4d72-bed8-d9c1813ed430,clip,Germany,Germany,True,D,Food / Objects,0.878921,Germany,False,Germany,False,Germany,False
e59b1cbd-2cfd-428a-b1f4-fba8cbfb08ec,clip,Germany,Germany,True,D,Food / Objects,0.989873,Germany,False,Germany,False,Germany,False
cc3e4687-4fba-4fe1-aeb3-489db832865c,clip,Germany,Germany,True,D,Food / Objects,0.982456,Germany,False,Iran,True,India,True
31e9a0fd-c1ab-4668-a100-e869e7c36d2e,clip,Germany,Canada,False,C,Architecture,0.987221,USA,True,USA,True,USA,True
535d82e7-8b5f-4ed4-b186-e458ced4fd32,clip,Germany,Germany,True,F,Ritual / Festival,0.280221,Rwanda,True,Germany,False,Germany,False
606aeda1-a002-4666-9cc2-c54b4af0a436,clip,Germany,Rwanda,False,F,Ritual / Festival,0.811495,Germany,True,Germany,True,Germany,True
b44fddf6-9e94-4b2d-92d6-b64b7047f781,clip,Germany,Germany,True,G,Natural Landscape,0.349209,Germany,False,Germany,False,Germany,False
02bd886c-af46-4b28-a3b3-939f0185db11,clip,Germany,Canada,False,F,Ritual / Festival,0.996401,Germany,True,Germany,True,Turkey,True
7e4d2b1e-fa75-443c-92e9-b792125002c6,clip,Germany,Germany,True,D,Food / Objects,0.377948,Germany,False,Germany,False,Germany,False
8c973562-db40-4319-9dd5-51d83c7f910e,clip,Germany,USA,False,D,Food / Objects,0.841669,Turkey,True,Iran,True,Iran,True
3f0011f7-0cf3-4ed5-a905-78d71079c3da,clip,Germany,Canada,False,D,Food / Objects,0.543438,USA,True,USA,True,USA,True
99a8796e-1be0-40dc-9e07-56df08f021e0,clip,Germany,Germany,True,D,Food / Objects,0.674444,Germany,False,Germany,False,Germany,False
098b83b9-da89-40a9-a452-bc72698c3740,clip,Germany,Germany,True,D,Food / Objects,0.482395,Germany,False,Germany,False,Rwanda,True
ffcd1ddf-ff5a-4f44-90d8-f019b0e5efd1,clip,Germany,Germany,True,H,Appearance,0.793718,Germany,False,Germany,False,Germany,False
